siren,Chiffres d’affaires nets,"Impôts, taxes et versements assimilés"
453958746,936902,26451
453969396,30986,NA
453969461,48024,572
453970246,456709,782
453972838,5169109,194601
453973166,1138817,2635
453973588,476007,3599
453974586,1219282,73225
453975039,34021,1167
453977183,102800,4956
453982076,1399612,NA
453982753,469481,8716
453983397,438000,9001
453987091,297127,5718
453987117,4794394,36528
453996514,47175,1380
453999948,70000,862
454000431,NA,228
454000506,130344,2787
454000811,172855,1616
454000837,1974811,16217
454005547,120040,5113
454006933,563271,18494
454007725,538179,3549
454010943,46509,356
454012675,313072,13411
454018169,29026,1078
454021171,665322,19334
454024407,1155106,31788
454029687,1190978,13473
454036484,NA,1245
454036500,333020,3952
454039322,547437,17243
454039520,112843,2430
454042920,64076,11951
454043308,NA,681
454044165,3338577,39899
454046749,156300,4311
454047788,9000,190
454047945,88077,2262
454048414,8956515,586396
454060435,NA,251
454063538,NA,168
454064312,NA,NA
454070186,2429885,8765
454073651,3089325,53848
454077405,38733,2138
454080193,NA,2505
454081951,963078,9332
454082256,111934,3398
454082744,408000,32036
454083197,279323,1102
454091869,461722,1681
454092511,224667,3115
454092792,13780,73
454097858,1833987,47863
454200197,242638,5834
454201815,1412768,159226
454500927,5744845,23103
455200048,792837,11265
455202994,1576522,37621
455501379,16068083,NA
455502088,191490074,53820244
455503359,NA,NA
455504597,1506167,15223
455800284,17974538,287648
456202019,86880,4385
456204718,727657,103141
456500545,NA,211
456501089,701926,15154
456501113,2812229,228672
456502418,4997385,68138
456502657,62189,17264
456502723,4735279,16333
456800762,1684551,22121
456800838,23286059,1343380
457201192,406401386,1100489
457207744,1285943,117368
457208304,2333751,41114
457502268,768978,8985
457502680,17723115,191175
457504710,382517,5076
457506848,1240581,9575
457507275,NA,NA
457509578,NA,NA
457509743,1993622,26211
457800217,319109,79238
457801611,795374,13988
458202611,888714,9025
458204161,142794,31726
458205028,1113085,12313
458500170,48409621,875275
458500675,45006264,253490
458500857,3292633,56000
458503166,614310,12538
458503182,4111501,41055
458503448,1296715,105033
458504495,4351619,324710
458505344,597760,26573
458505716,336802,139359
458506383,413838,6451
458506516,NA,213
459200507,1496757,7777
459202693,1237800,7349
459500997,426867,4960
459501219,60709395,416916
460201338,2800,7895
460201361,1037004,96309
460201601,97818,NA
460202575,27886069,1156282
460500424,3626063,8327
461200255,3774056,18455
461201162,3148522,43867
461201683,2390293,19674
461500191,117607,29830
461800476,204543,2652
462200304,247543,4071
462200833,NA,NA
462501289,3131513,162265
464200922,178179,2792
464202076,16323601,309581
464202415,951382,7325
464202589,1459753,1323
464500586,14751204,353877
464500644,1759919,53051
465201861,226225,4299
465202331,3624041,53626
466201092,3040982,98249
467200291,1385562,61275
467200572,8873116,80373
467500922,20071412,82275
467502142,3420982,202338
467801049,1506258,34692
468200399,1908204,15358
468500350,4106104,36211
469200091,9492069,190944
469200794,820047,12084
469202113,486418,7525
469500243,NA,NA
469501621,16502824,NA
470200247,1912263,17223
470201781,132454,4581
470202839,503179,7821
470202995,162825691,3647693
470300229,11111105,22471
470500133,1353813,13215
470500422,NA,NA
470500943,235897564,11482596
471202341,17030020,104383
471501577,2946929,22123
471501858,7836458,122596
471502500,4848,-224600
471502534,565862,68828
471503037,NA,NA
471503151,4638233,59616
472200716,15503775,259049
472200781,2866155,26892
472201375,25881,NA
472202464,2318887,43571
472203967,4861934,16854
472502731,7449524,189770
472502871,1567844,9682
473201440,6238130,148800
473501195,299439,3015
473501617,1603798,18851
473800100,341468,21026
475483319,146538675,2343954
475581625,267571,14401
475681516,4456003,93322
475681763,4405932,27894
475681979,11329382,201636
475720082,NA,NA
475783841,1627600,13824
475783874,26995797,280239
475880332,NA,NA
475980769,1796670,51437
476280581,17816756,241187
476280987,228897,1027
476680855,1982493,64456
476750195,8319531,212143
476880869,2743703,15048
476881271,1143934,14302
477050066,320453,11212
477080550,156884,575
477080956,783825,13930
477280432,1406575,13535
477485957,3192293,63784
477486252,351234,2344
477486666,343046,7660
477486690,201147,1272
477488142,1595000,5969
477489017,543263,7507
477489702,201025,4303
477491021,348883,2783
477498091,274400,-947
477507867,441411,11488
477515746,109840,2241
477516900,NA,1197
477520209,630507,10158
477520340,NA,NA
477521660,10000,732
477521793,2447393,10307
477521876,NA,NA
477522163,1301887,11875
477522213,1295285,21529
477522437,146584,-1499
477527873,553535,12899
477533798,892367,NA
477536098,263181,4346
477539456,131850,3332
477539761,823871,NA
477540249,694388,14633
477541742,2002451,26924
477542823,NA,NA
477544712,3026504,47446
477550917,1357582,18154
477552053,583689,7765
477552475,79920,521
477553911,NA,689
477554323,762076,4213
477554976,51583,2341
477555361,558406,10209
477556427,22800,75
477558662,195212,2314
477564967,336900,853
477565907,NA,11545
477571376,2309426,8910
477573810,386502,2021
477574917,162477,1467
477575682,1148170,19226
477576011,1750754,38034
477576045,840475,8520
477577563,28416613,188618
477580823,44422,532
477588446,5299506,91202
477592794,13487172,117900
477595383,58380,921
477595953,2487203,393
477596738,58830,822
477597124,2993120,38489
477597280,39774,7799
477597793,5397,85
477598916,501148,5974
477599450,23584,300
477599633,599450,7332
477604037,451255,7480
477604094,NA,NA
477604649,292528,2155
477609101,908201,25032
477611685,2499291,41694
477613145,3085763,8125
477613202,3138091,43875
477614069,136643,457
477615579,151532,1119
477624894,965192,26562
477625867,NA,442
477627582,92986,1908
477628366,300919,7665
477629448,2117846,28006
477629794,790062,NA
477630206,31670,1906
477630339,NA,75
477630578,355860,1808
477631907,38946,1470
477636054,830911,34827
477637003,435051,3541
477642029,1909378,19502
477646004,NA,NA
477646335,69807,3557
477646640,3005856,76555
477646970,49478,1288
477647655,79596,2390
477647929,5006283,260407
477648166,33283,628
477649859,230988,7950
477651079,1242247,39273
477653869,167432,1196
477658587,4022,301
477660161,526664,6107
477667505,124150,1424
477668305,297040,2255
477669436,984472,140364
477671622,270088,2370
477672422,32030,NA
477679815,3313313,62171
477679922,26653,1981
477682587,826381,5341
477683825,215000,1945
477685036,1043242,1740
477687511,72470,333
477687651,35164,5273
477688048,802515,7176
477691307,537410,55212
477695472,718984,18306
477699144,1713279,164581
477699185,200545,1104
477699201,5500364,94476
477700637,849897,19053
477718985,183722,6217
477724173,3121533,94621
477726483,96000,75
477732861,554304,10425
477740880,705910,19170
477742191,237618,2310
477743157,1524339,4177
477743207,682413,5202
477743694,1816393,55211
477743918,7150,75
477748263,906680,14987
477753057,2932440,57956
477755375,1011331,1380
477758890,211500,NA
477759435,1209233,11024
477759500,15142,-160
477762900,NA,1377
477763593,767310,4656
477763601,19303,2781
477763874,1634870,5832
477764328,1642317,5781
477764336,315493,7823
477764740,452100,1202
477766943,167935,1186
477767446,NA,654
477771745,921303,4258
477776462,2464469,72507
477780266,329652,28064
477781744,1009581,7825
477782957,37435,673
477784045,115094,5182
477784326,141813,3054
477784334,NA,407
477784896,937244,-428
477785158,6343105,65751
477787576,1773060,198767
477789945,211810,1089
477790059,3026297,84256
477794002,999797,6938
477794820,1976758,47153
477794887,63107,2033
477796635,115388,-3380
477796833,NA,148
477804835,472237,3040
477805030,91423,5244
477805634,1054946,4292
477810816,480850,17170
477811228,25311,1852
477813307,411117,3191
477823207,1042475,3534
477828396,80412,813
477832364,15000,2920
477835664,43000,443
477837751,40954,207
477838577,150793,11871
477842579,1629482,19052
477842918,610755,4942
477844047,747670,12379
477846042,4189116,23510
477847164,3291574,10737
477852263,NA,399
477853675,1604233,6520
477855712,47103,534
477862072,147063,1661
477862999,NA,NA
477863583,NA,201
477865935,9331680,50896
477866933,1479195,16050
477869325,846698,17597
477870190,16867118,242285
477876130,76043,237
477879191,300344,7686
477886188,766289,6432
477887343,18173,2178
477887673,1280952,13313
477891584,4007880,71832
477891832,930671,4318
477893150,184315,1400
477898472,44083,4478
477903678,NA,147
477904460,741305,16469
477904544,491431,918
477910293,154776,13291
477911366,290231,NA
477914188,122965,NA
477916159,5606020,1061
477917538,177589,798
477918783,309949,2194
477921365,134393,3369
477922363,923565,8717
477922371,NA,NA
477924054,1682937,24122
477925408,820888,3749
477930051,2786,118
477932099,2210228,5685
477934293,1329933,19987
477935167,202873,2973
477935969,231267,8979
477941769,259180,13492
477943096,573372,8363
477943237,874689,NA
477945729,66541,NA
477950224,2373719,17560
477950281,56360,808
477951545,232892,7652
477951974,197346,1405
477952725,32983,4832
477952998,18768,628
477954655,NA,4195
477954820,1209523,29681
477955157,NA,207
477956205,2666177,71504
477959225,1450602,4812
477967079,199116,951
477972236,NA,NA
477973762,625948,9725
477976369,479943,2621
477981179,234398,5512
477982789,38696940,267236
477984017,165511,484
477984512,541787,13445
477984975,712457,8938
477985147,NA,NA
477985584,3031789,13946
477990543,195408,3331
477990568,NA,4737
477991319,NA,667
477994586,1014103,6166
477995039,128698,246
477996052,14945,75
477998108,37035,2712
478000938,1489921,5397
478004005,252471,2666
478005044,135654,3684
478006919,17117,304
478012727,143628,673
478013246,159631,2502
478013543,2259254,17089
478014111,241100,2323
478017098,NA,NA
478019987,530900,2386
478022502,415744,1654
478023294,409311,2085
478024995,240273,2618
478025554,2329457,11415
478026024,1506716,43627
478031768,44280,291
478033665,394840,3164
478037187,201781,10160
478038300,1920162,3497
478040157,1112167,20236
478041437,650807,5568
478048341,6052794,124749
478049190,7277397,245368
478051105,148782,2121
478055346,NA,NA
478056690,620469,970
478060080,798331,10497
478068869,2705697,33217
478069180,1700548,9778
478074545,NA,149
478075096,1545785,16593
478076367,146600,1193
478077530,1258840,17048
478078009,NA,NA
478078074,475967,11079
478078694,716370,4026
478080245,1700197,26862
478081029,713101,NA
478083751,NA,116
478084924,567454,15593
478088081,NA,NA
478089667,358791,5440
478090780,210928,2293
478101470,879724,5078
478104813,3017785,18806
478110216,NA,1321
478111149,745232,18444
478119712,489844,3186
478119787,1226909,11999
478123219,16039156,241730
478123474,472805,8978
478124068,3819224,136851
478125230,18729,4117
478125800,445769,8811
478129638,1105445,9625
478139561,425210,22848
478139611,883235,8745
478139892,7800,18308
478140478,35060,NA
478143779,NA,153
478147564,31338379,227726
478148604,89680,799
478149933,2526378,16560
478150451,NA,NA
478155690,343200,2476
478156060,89510,1522
478156755,NA,1444
478159635,234597,1318
478161979,15964450,45210
478162464,NA,406500
478163256,381801,779
478166754,435638,8878
478167646,2211511,10612
478172760,1976752,94776
478172984,120399,939
478175011,1737686,20839
478178890,8781542,134753
478181381,1666191,8843
478182355,188044,2837
478183254,9667,92
478186778,1578001,40155
478187131,158700,2718
478191570,13140,75
478193386,54869868,1798624
478193543,80000,3359
478193733,NA,NA
478193766,1148652,2815
478194137,30000,410
478194301,4626,849
478194319,1709078,28335
478195035,4136954,46705
478210263,30046,5876
478214216,2624252,35991
478214950,1011291,15252
478216310,177513,793
478217318,10339422,494417
478219116,976552,11966
478219256,1057508,4961
478220189,NA,NA
478221278,591068,5895
478222078,214151,442
478222581,466036,702
478223944,511228,5123
478229610,444637,26328
478229784,60619,1176
478231418,37170,9876
478231764,NA,NA
478255102,50000,3287
478257744,28768,1441
478264310,1221804,58107
478266026,500953,3881
478266968,19668,1246
478272586,11597,303
478273758,53626,4514
478274277,7240924,66189
478283146,NA,931
478283831,6508410,37047
478284094,591620,22914
478289861,760715,8860
478290448,116913,1205
478295066,253842,1831
478298573,168120,1329
478309446,NA,NA
478312697,109608,1081
478314610,219090,3749
478315286,NA,NA
478324957,817925,7492
478328107,7294543,NA
478332901,14294314,183851
478339443,2996607,45955
478340326,41346,NA
478342496,102083,1312
478342983,4129391,19555
478346711,75390,638
478349962,903313,6044
478350804,571563,3447
478351356,87710,3375
478355407,112769,6982
478356355,1696029,22555
478358476,2107883,14667
478358682,6593351,123053
478360415,NA,16288
478365331,1110145,8184
478370489,22672058,759
478371883,69732,1353
478372659,240000,14559
478376841,106400,1001
478378250,956225,13700
478379167,122404,3262
478380058,631764,14199
478386014,126078,1666
478386022,61676,NA
478386550,627154,3899
478389083,508904,4784
478390735,1330483,1712
478393812,44400,4511
478397086,423305,5462
478402381,124551,4097
478403231,488889,4804
478403652,9975449,84864
478403751,2599449,10507
478407562,70950,7343
478409881,NA,-580
478409949,394258,3450
478414618,142010,532
478415680,673843,NA
478425028,24545,2591
478426125,582054,8517
478426745,1010086,3745
478430028,135729,22167
478430721,2487671,52375
478431224,NA,NA
478437619,4241,447
478441439,22000,NA
478441587,NA,162
478446594,NA,203
478446776,2642027,21030
478447394,899316,22966
478449861,5941125,150056
478454879,77170,2382
478456239,334556,17334
478457567,16248,1513
478457773,NA,115
478459951,252786,2800
478461361,48610,510
478465453,90467,949
478465735,191317,2874
478469877,NA,553
478480650,1485549,6583
478481237,NA,565
478485444,334886,-2337
478485642,NA,NA
478485667,242078,2974
478488687,793030,29647
478492135,106787,4313
478494891,166702,2065
478495906,524973,2848
478496284,459340,2520
478501646,360714,2351
478501653,NA,-168
478502222,16681341,90770
478503675,452311,10560
478503857,359804,2377
478508138,660035,20034
478509029,280572,2954
478510290,877279,6423
478512676,114838,426
478520471,282786,8432
478524556,1015504,3124
478537277,270891,2485
478540966,361676,5020
478541238,2710053,16626
478543812,73143,447
478545858,442082,13343
478551260,5225,268
478552565,3759563,19995
478557606,1353214,5482
478558067,684847,30632
478562911,521986,6374
478566136,218280,1621
478570344,1037367,5762
478572860,362837,6626
478584154,176835,5996
478585425,NA,73
478585789,51100,259
478593270,83929,3395
478595739,1120859,8849
478596547,52635,836
478602311,60000,NA
478603228,15086192,216129
478604150,NA,725
478606205,3426036,52426
478615255,829427,17292
478624513,146055,22353
478627235,87133,1768
478630726,11562810,290523
478635246,417536,5201
478648405,NA,NA
478648512,133181,2977
478649585,NA,151
478651540,224595,25891
478654130,618781,5000
478658420,918868,-111
478665342,319802,7360
478670862,731012,9959
478674013,711691,25176
478674138,304574,10195
478675580,147499,3953
478676455,611331,1332
478682032,300837,11314
478683006,462281,7127
478689599,338968,9018
478694243,163915,8808
478694466,12952794,6037
478694680,59399,1253
478695034,48531165,543960
478697485,NA,NA
478702681,423593,742
478715766,2988786,32808
478719925,447000,26153
478727399,3582220,111983
478727928,1276165,16986
478729965,215624,850
478732647,NA,885
