siren,Total des produits d’exploitation,Total des produits financiers,Total des produits exceptionnels,Autres produits
319279675,40000,NA,NA,NA
319279881,639577,NA,NA,422
319282331,5799715,56827,80338,NA
319296158,2680063,5385,NA,200
319308011,471468,54,492,NA
319308409,4972460,94359,57898,1801
319332144,43840,NA,NA,2
319343703,346643,NA,16,NA
319345658,1601150,NA,NA,563
319355723,3129096,5158,432,273
319357190,974796,NA,545,9
319392411,757298,NA,100,72
319393971,1903374,317,NA,2526
319416988,45961422,731,1229629,33663
319427126,1312659,1711,6043,164832
319438701,359229,1627,13180,32
319439030,NA,NA,NA,NA
319450201,28875870,119043,NA,10231
319466991,59732,62,NA,7
319467270,NA,NA,NA,NA
319468476,101100,NA,269,NA
319472353,4325813,5213,23464,165
319472882,369328,NA,NA,3672
319491130,422787,NA,1950,2109
319492385,1918126,6536,NA,263
319493953,1180220959,728375,8975875,367876
319506754,1331378,25943,NA,12376
319524625,6500175,10053,684480,31
319528444,NA,1524,10742,NA
319530929,4712958,16,NA,295
319536793,340240,NA,194,552
319538526,2513610,NA,38383,11
319544383,NA,NA,NA,NA
319558904,NA,NA,NA,NA
319569000,811862,3,NA,1280
319581583,1632255,NA,NA,47
319587879,308769,NA,NA,NA
319588414,1140489,562,2352,306
319588547,70761127,1432289,245589,24795
319597134,205737,NA,9314253,NA
319617569,13114,NA,NA,4594
319625786,3873775,30141,12254,1977
319641064,16232532,7268,NA,24402
319647301,3175786,52,7097,NA
319657581,NA,NA,NA,38
319659165,171465,NA,855,NA
319671988,278270,NA,NA,NA
319722179,499583,10320,NA,63
319732848,3842266,NA,522536,2520
319740213,1991829,NA,NA,818
319740932,NA,NA,NA,-8
319742136,1625152,NA,NA,177
319747085,13482882,NA,82,13354
319747119,713204,20,NA,NA
319756029,3054650,NA,5769,24
319762753,12000,NA,NA,NA
319773172,572112,NA,NA,1509
319774121,87916,NA,1830,4
319775250,1271513,NA,359962,32070
319805974,197176028,1232977,NA,13194
319816211,29290264,198797,46200,140348
319821906,1023515,490,20712,80
319822417,2261945,NA,NA,18673
319851408,1591089524,NA,NA,4
319851739,NA,NA,229108,NA
319861704,42736009,59520,38000,17970
319861795,11782842,2887630,607,186401
319864468,2305440,4968,NA,28
319883344,342745587,NA,271469,746419
319883898,1624203,1548,NA,1
319912788,156790,NA,NA,NA
319913778,380185,NA,230,NA
319922357,891342,NA,2500,1029
319936308,305038,50,4,198
319970786,3579736,NA,21610,NA
319971826,NA,NA,NA,NA
319981742,1515008,1169,4000,154
319984621,207899,2000,NA,1020
319984845,38457548,65222,NA,51667
319997698,NA,NA,NA,NA
320005192,2114304,NA,NA,4
320015225,2851392,NA,916,1889
320016363,7305377,1564,21233,3363
320016892,637888,206256,NA,NA
320029556,2129379,NA,NA,8930
320030141,2337151,NA,NA,31
320049059,248755,NA,NA,3
320117542,1,-9,NA,1
320129844,462707,12,NA,861
320140932,267853,NA,NA,NA
320141286,1424465,NA,NA,105
320141963,NA,NA,1015,NA
320143183,1562418,691,NA,41
320153299,11047697,NA,15012,42
320154909,6966400,NA,NA,NA
320166598,129690,NA,NA,16
320179096,NA,255,NA,91
320180532,754994,NA,4197,168
320182900,5147388,4,4287,33711
320202971,767168,NA,NA,NA
320216690,386024,NA,16298,190
320217300,25000,NA,NA,NA
320217987,3072227,51316,43689,23763
320227986,278156,NA,NA,34
320228141,127830,NA,NA,NA
320229289,2104429,6,NA,16210
320230212,920068,6329,NA,3
320239460,5998824,7144,30479,238
320270176,5459956,66610,8127,10274
320291164,17507232,3000,NA,18542
320292204,NA,NA,43892,100996
320329519,278623,NA,21,NA
320366511,153371,NA,NA,1
320366909,984558,NA,NA,760
320367444,2657904,NA,NA,8
320377005,30201,NA,NA,NA
320389265,21169659,297648,NA,12311
320400187,34155,NA,NA,NA
320401029,NA,23,NA,NA
320407679,25483722,NA,NA,13
320431885,501046,58,NA,179003
320432933,746921,493,NA,3
320433410,83484,NA,NA,NA
320441108,451821997,719559,1520549,625219
320444185,NA,NA,NA,NA
320462278,NA,16626,1604,2883
320462716,3581958,3787147,NA,178762
320464597,823236,NA,14657,4
320495971,384141,106,180,NA
320496367,38216430,NA,958,1921
320496995,3447990,NA,NA,23
320497241,2422672,NA,NA,556
320527450,7184374,2963,54797,NA
320529639,24113169,NA,482071,659
320542608,18705,NA,40350,16238
320554629,5162406,3882,12574,NA
320565740,4805624,736,NA,4031
320566599,99000,NA,6217,NA
320567027,980563,1113,3742,2
320575061,NA,NA,NA,35522
320587892,NA,NA,NA,10
320596919,768703,1084,6554,NA
320597826,261522,NA,NA,12384
320598352,937254,2182,9480,111
320608755,149086,NA,500,NA
320623762,857405,1885,40192,4565
320625031,1076030,NA,NA,306
320636723,NA,1028,NA,NA
320637168,701109,NA,NA,1
320650849,NA,60,NA,2255
320651490,7995440,11330,34500,3458
320661986,440278,136,NA,5
320671928,790310,2822,37658,522
320684806,74851,NA,10000,4
320686652,1837082,1152,NA,15
320695505,NA,NA,NA,NA
320707268,128434,NA,17684,NA
320708159,2362579,1985,NA,151
320720782,1182361,192787,NA,688
320723919,327591367,95239,NA,20
320724099,3102481,NA,NA,2
320733710,NA,NA,NA,31
320735368,1006957,3427,2868,6
320750748,1022626,NA,293,44
320758428,27741895,27,17000,34364
320772957,1424972,NA,NA,55
320797855,7525787,93486,NA,451838
320798655,1396000,NA,NA,660
320799901,171003,NA,NA,60
320814189,549159,NA,NA,6604
320815756,693034,NA,1881,45
320817810,1005712,2134,NA,9
320818149,19737,NA,NA,NA
320827439,26776622,51594,NA,NA
320838048,NA,NA,52260,5480
320851314,1807723,1931,NA,775
320853484,199952,NA,NA,10
320853823,2935243,83,NA,2544
320861925,4865214,45416,1973,3
320862113,205895,NA,NA,795
320877111,NA,NA,NA,NA
320878291,193983,NA,NA,2
320879620,3858809,7501,NA,155990
320889769,4209943,271,NA,12
320890403,5838675,9170,NA,4
320916240,3156212,NA,NA,9763
320926355,NA,NA,64042,2
320926454,639302,12627,1211,NA
320927098,1163433,303,NA,26
320940315,962508,3489,NA,414
320942170,10513416,11514,724627,79
320944101,9747342,1250,6479,6
320976608,2200089,NA,NA,135
320976962,NA,5658,NA,NA
320977994,140241,NA,70,NA
320978810,NA,NA,NA,67
320990831,118090,NA,2334,NA
320990880,826049,NA,NA,NA
321006397,2321317,NA,NA,NA
321018335,188939,56,NA,NA
321031114,33002,229,12141,3719
321046732,2653028,NA,NA,883
321057762,NA,NA,NA,NA
321090474,NA,NA,NA,NA
321091688,1508439,NA,NA,15
321091753,1504558,NA,NA,158
321103129,4417044,NA,7067,183
321111999,7280719,36455,4333,1443
321126914,5083618,NA,741867,1048
321128746,28521,NA,NA,NA
321129157,257871,NA,6450,166
321131682,35864462,24141,NA,357
321139412,144554695,1464162,663061,NA
321139453,43024,3,1667,1
321154734,16822595,NA,NA,NA
321155947,225982,NA,NA,33
321163735,1317645,NA,NA,91
321165714,3370986,397,43925,10979
321175960,763969,NA,18500,32
321177511,560689,4873,NA,732
321179178,1208512,NA,NA,NA
321191108,1435343,1,NA,20
321193195,141719,1233,NA,2
321201261,43321,NA,NA,1200
321201386,602086,252,NA,1
321237828,745568,37,484,15
321238453,62949764,NA,NA,10762
321239451,4240583,2862,5337,259
321254179,2049874,NA,NA,5
321255010,2570471,NA,NA,414753
321276214,10285747,2295403,1158634,294486
321277279,2711328,188,NA,3086
321277691,128057,221539,NA,57
321289001,5506294,3991,131194,80
321289472,3550089,35088,39537,5923
321290603,2861160,NA,23062,156
321293128,26684269,NA,30,539
321303463,NA,65,7,54
321303943,376126,22,2071,68
321314684,498442,5926,NA,304
321318735,NA,131523,NA,11708
321327223,919189,NA,41130,12
321338352,7346339,1127126,NA,4399395
321352932,3213596,13812,973,30
321353278,555620,1891,56024,1444
321392979,300597,NA,NA,NA
321393936,22974706,27031,63801,5841
321406829,106825,NA,NA,8
321407173,19247181,213673,NA,32600
321409823,45503,NA,2,NA
321420887,3700516,NA,3581,224639
321423220,12562,NA,NA,NA
321423246,NA,1052,44388,NA
321435471,137,NA,NA,137
321437667,58697,NA,NA,14
321459539,521647,NA,NA,942
321471054,1877254,NA,NA,10
321472011,NA,NA,NA,NA
321483265,274064,1,1497,NA
321485328,437580,NA,549,21
321486201,87,NA,NA,NA
321502049,112281765,NA,1013032,332899
321503401,541548,NA,NA,NA
321513319,187500,9059,NA,NA
321525040,2234248,35986,NA,304
321537367,1584549,NA,NA,5
321562860,353749,NA,6455,75
321568701,1028373,62959,28330,5979
321570137,115588716,234030,366282,125144
321579492,56735854,13324,115452,3639
321581456,1839427,NA,NA,NA
321593220,4652492,11689,5281,5228
321606147,315765,NA,NA,306
321606923,2250584,NA,NA,2
321616120,1823528,NA,NA,6
321630006,NA,NA,60,NA
321640153,435601,1,418,4
321640625,993758,NA,648178,27134
321643132,3817693,725350,269495,72
321656373,47801,NA,NA,18393
321659625,29122672,131861,757655,115
321676769,14284901,144,385041,83
321714164,242934,NA,720,NA
321722480,2623334,4427,13333,587
321724189,5716841,7410,520809,NA
321749053,NA,2869,74665,NA
321760878,1050,NA,2400,NA
321762031,2677842,NA,12547,14
321762213,4445286,NA,131952,291
321774648,10446576,31721,129300,10148
321775603,21930358,NA,NA,212773
321795494,2591405,2061,NA,199
321796245,149067,57,NA,8
321815201,295695,NA,NA,8235
321834236,28873,NA,606,NA
321840365,2383451,NA,14923,NA
321850836,1549543,NA,8167,594
321852295,NA,349,2461,71
321852543,16207589,NA,NA,28078
321854614,5150431,NA,203203,5593
321862971,166785,NA,NA,NA
321877268,1061657,16,31988,NA
321877565,5262755,47965,NA,30216
321894958,78509,2610,NA,NA
321896979,191888,NA,NA,NA
321906349,264541,NA,NA,6
321935371,655989,NA,NA,18097
321983603,90433,NA,NA,NA
322009580,1,2658,NA,1
322032202,400000,3411,NA,NA
322032343,3000,NA,NA,NA
322043423,793006,NA,21899,NA
322044033,16029160,NA,NA,13248
322047002,NA,NA,NA,245
322053448,11333,NA,30,2
322053554,333746,23756,NA,385646
322054362,800493,NA,NA,64535
322064528,2185650,NA,NA,1
322067539,4102301,9260,110284,6835
322078676,793323,NA,4932,3649
322096678,1404417,3816,NA,NA
322096967,2753480,NA,NA,29
322097940,9749815,NA,NA,67
322106279,6600,NA,NA,NA
322107574,1887206,60,NA,64
322134313,3270581,2494,231595,742
322148024,558432,14683,NA,73
322164989,4177965,NA,159798,NA
322186008,4413773,NA,576,NA
322187147,750987,NA,2964,410
322187188,269353,NA,47,NA
322187972,457432,11904,11346,98
322190851,4603586,NA,1277,442
322193335,8223125,NA,209359,37
322202250,1629220,NA,NA,882
322204116,NA,24163,NA,258
322212150,NA,NA,1300,624
322212911,2146858,14889,NA,4
322213026,2042436,28166,NA,NA
322223330,2006382,NA,NA,85
322225707,47724,76,NA,NA
322234345,2200603,3,NA,390
322235318,7223189,7672,2738,1
322236548,NA,3761,NA,NA
322259490,NA,NA,NA,NA
322259730,137027,NA,928,2412
322270562,952867,40,2887,NA
322270695,NA,NA,NA,NA
322273277,1662824,NA,NA,NA
322283193,5564344,969,48912,550
322334533,2949579,4913,NA,381
322334814,NA,NA,49475,10166
322366337,7404312,254,801104,1165654
322376161,91919248,NA,7920310,209439
322377698,176664,NA,NA,NA
322387127,1125100,361,345,10002
322388117,NA,NA,1500,1491
322395930,NA,NA,NA,5133
322395963,NA,NA,NA,NA
322396896,19041634,249,NA,35935
322398769,763152,NA,4870,8932
322423328,7779348,NA,10000,10702
322423989,586358,75,NA,2199
322424417,406726,NA,1,1389
322433640,NA,NA,NA,NA
322457987,NA,NA,19651,NA
322463837,48808802,164197,28430,183284
322472911,3295,NA,27328,2
322479304,2075970,NA,NA,NA
322490798,1591983,NA,7114,75
322497140,3210,2691,1,NA
322505231,1472781,NA,NA,271
322506023,370240,NA,NA,NA
322522418,NA,24517,NA,29483
322532268,25923410,361944,7453490,1543
322537721,4980623,NA,2915,1
322547258,50848293,58617,14533,NA
322548488,2347012,8735,NA,NA
322556572,1864093,NA,NA,483
322558107,66994,8,6,NA
322584251,1538026,836,NA,2855
322603614,NA,NA,NA,17
322612250,7668981,688,33462,2072
322612441,187166,NA,NA,1
322612755,913873,NA,170507,1845
322625609,60351,NA,NA,1775
322625674,14139,NA,NA,NA
322631375,5554567,NA,4300,16502
322631441,NA,NA,NA,NA
322659210,NA,NA,NA,NA
322667809,NA,737,213,NA
322671009,15072990,NA,NA,2249
322676891,1069365,NA,1,NA
322687344,2692200,1018,10030,1559
322687898,592741,NA,474157,452
322697020,68959,1880,NA,NA
322697517,416114,NA,62041,42950
322705633,3103506,6897,28950,258
322730250,1610473,NA,533,29860
322747908,1864379,NA,NA,NA
322749359,284192,2594,1793,43
322759044,194138,NA,NA,2
322759630,742779,106042,96947,617
322760554,50965,NA,NA,1
322768334,7352794,NA,280,45456
322770850,4785298,22440,NA,29383
322771080,NA,NA,8385,8
322802646,347948,NA,1317,NA
322813916,35953289,18456,66392,644
322828195,2343907,929,31,5
322847377,157749,NA,NA,5
322847799,367196,NA,NA,NA
322864281,3142818,NA,43374,494
322914474,NA,223,NA,NA
322926932,265005,1980,NA,20
322970070,890165,301,NA,50
322970666,1009559,118,416,430
322982463,867428,47825,NA,123128
322983420,1641448,929,3590,10
322983537,515986,NA,2500,6232
322993114,NA,NA,NA,217
322993254,3194064,672,NA,265
322994245,NA,9421,6109,92
323014928,NA,NA,NA,4
323016022,45439845,13555,33594,39802
323048892,30938,205,NA,NA
323069484,2385599,NA,NA,9
323098673,22357926,NA,NA,61097
323098681,110471,NA,225,4
323113688,1256777,NA,NA,479
323115915,803236,1,885,NA
323117903,4104,NA,NA,NA
323119669,169357,NA,NA,2
323127746,232071,NA,NA,2
323148312,418,5648,NA,418
323149328,493035,83,NA,11075
323161372,5213798,NA,NA,45
323162206,340168,NA,NA,216
323179374,127833691,29426,4047298,24171
323191890,3525828,1486,330,104595
323199596,970186,9879,1811,NA
323210344,NA,NA,NA,4
323234435,5142,NA,NA,NA
323253542,131547,NA,NA,2
323253583,20855648,213992,NA,3411
323253666,889602,66188,196,200
323254110,501298,244,NA,25
323254599,450307,NA,48572,89
323254631,69889,NA,NA,1570
323277418,15129964,330663,NA,20323
323316265,NA,NA,NA,NA
323346429,1592232,NA,NA,14
323347831,106177,NA,NA,10018
323347880,23202920,920695,NA,NA
323362053,21471442,44575,NA,595
323363440,24231609,150652,NA,516
323373688,1256922,NA,4643,267
323375279,50338368,11270,491901,833968
323377580,27085,253413,NA,1
323388058,11932137,1649,264555,75
323390765,1471661,NA,680,1
323391193,23214009,NA,NA,NA
323391482,360169,NA,17018,11
323399501,NA,1,NA,1011
323415984,121666,NA,70941,10
323417931,90264,NA,2280,5376
323418004,35670124,NA,NA,22
323427666,NA,394,NA,26673
323428383,1080473,22,5530,1
323438028,100701943,NA,1206014,142698
323447920,1155962,41,6118,47
323478974,6530015,241,13205,136
323480509,NA,NA,NA,1484
323493254,7413404,165459,NA,58145
323494419,3111187,NA,15787,NA
323504332,9785331,3243,41241,87
323505255,21873719,NA,91258,25
323516724,4037449,17,NA,9478
323531616,1579548,940,NA,1544491
323531905,1333405,NA,NA,10
323540641,24084530,13847,NA,24333
323550038,289728,318,362,2
323564393,3531540,23101,19755,83427
323565820,NA,NA,5407,1687
323611871,3063985,2379,4545,52
323624163,934128,NA,39,NA
323634584,9911064,1034,12302,16
323636738,1288730,NA,NA,39170
323637249,NA,NA,712,NA
323649053,5935165,NA,563,176
323650945,354437757,5674356,31549238,57511
323659136,15889353,NA,NA,NA
323683482,3472509,NA,3590,65
323683763,1144083,NA,301,64
323683979,154404,NA,NA,115
323688408,3576836,NA,NA,NA
323690461,92381,900,7300,NA
323703538,12595914,NA,145077,NA
323704320,NA,NA,3700,11038
323705947,849177,1673,19656,164
323707620,NA,1948,NA,2227
323720029,1275187,NA,6,31
323733352,NA,522,40,5811
323737387,103326,NA,NA,150
323753459,1710208,2481,7830,16
323753897,920411,NA,216749,NA
323781880,1162646,NA,NA,1262
323784017,2716524,NA,14759,125
323790949,NA,NA,NA,NA
323791004,1301583,NA,9212,3
323799601,1515114,NA,NA,3
323801175,80164,NA,NA,1
323801514,5912185,NA,NA,1
323801761,177826,30,NA,4
323802389,194549,3678,NA,10
323802801,NA,NA,8385,9205
323813956,4178790,62972,3870,27
323824474,NA,NA,6937,640
323837039,28998066,1641424,128468,186
323838110,11728738,NA,58506,1800
323838136,1060299,7145,15367,7
323838557,1245276,NA,26125,5
323841122,NA,2123,NA,140
323842336,298175,NA,NA,NA
323854489,NA,NA,NA,3822
323855403,402187,2,16054,33
323857185,3107508,3408,NA,4
323859355,431020,NA,NA,907
323876169,3484126,42138,NA,133212
323886739,2369976,NA,NA,12
323900795,46299037,51029,7385,452098
323904516,1213472,429,52217,28966
323912071,462098,2,5622,11
323932178,1368316,NA,NA,5
323934075,11729,1424,14705,4
323934349,1736095,NA,NA,11077
323934661,1171828,NA,NA,5758
323944207,482518,NA,NA,NA
323944629,1012327,1070,NA,NA
323947986,2526089,41,2080,366
323961300,9799887,NA,1490,21207
323961433,-2500,NA,NA,NA
323972638,451332,NA,NA,17205
323982140,920910,NA,90704,NA
323984161,993211,NA,59111,4
323998534,302399,NA,13583,NA
324007509,NA,38681,NA,475
324007665,NA,NA,NA,NA
324018449,7226601,4858,10756,23
324020767,NA,2500,NA,9851
324021500,413916,NA,NA,9
324030279,662456,45,NA,619
324031806,103000,NA,725,NA
324044270,23445306,9136,NA,1652
324074442,-5135,1489,NA,251
324078575,23765,NA,NA,NA
324081439,7567546,63466,42473,38
324082361,73110,NA,158,NA
324082791,974326,NA,2955,32
324085240,6808764,4600,21468,180
324094374,NA,NA,NA,NA
324095884,42830396,NA,NA,30792
324096288,5406397,16225,46651,2293
324106764,2992333,101357,479193,57
324126945,19989284,NA,NA,25970
324127083,24553,NA,NA,NA
324141308,19336,NA,NA,NA
324141688,779670,292,7641,25
324156215,979414,296,1500,15
324156660,81777918,320377,830926,NA
324166784,1376821,8657,5875,NA
324178987,5887732,NA,28,714
324180660,825649,3,29016,21
324181304,2633713,20,3145,7508
324192541,2306,NA,NA,NA
324193333,1197651,36001,NA,94
324206002,1538007,NA,2348,26214
324214857,NA,530,53253,10593
324216316,NA,24,NA,27
324229707,10754,NA,NA,NA
324263698,63539,-12,NA,NA
324265230,2095904,NA,NA,7432
324265545,1080655,4492,3153,5570
324284603,1260810,NA,NA,15015
324285220,607823,NA,NA,47
324293497,2538355,60,NA,4948
324294479,7092139,188,17954,NA
324294826,NA,NA,NA,NA
324310523,594742,550219,1740,117
324332527,27490616,607280,25049,35
324333574,525590,5760,1510,40
324347244,NA,2911,NA,1140
324357599,NA,NA,NA,NA
324358142,840386,1033,NA,8349
324417625,11045183,NA,690,826
324418383,2022652,NA,NA,4995
324420884,374000,672543,NA,160000
324443332,NA,33,NA,1774
324454800,1735582,NA,NA,105
324455575,NA,NA,1432,NA
324456722,809591,69740,326000,48148
324457308,17400440,21292,NA,102400
324457340,735779,NA,NA,NA
324465921,11548996,NA,345255,12912
324479120,3804501,NA,NA,37479
324490820,1483419,NA,NA,2021
324498542,338245,21,NA,8
324536002,351404,NA,751,31
324551860,68269,NA,NA,3067
324576453,511545,161,NA,41
324591569,783050,3590,467,2
324592781,NA,NA,NA,NA
324593086,6610528,NA,108980,10925
324602440,NA,1189,10293,1925
324602994,12984453,NA,8855,293
324611961,317443,2785,NA,50
324621564,883334,126,1105,155
324623479,NA,10,112,NA
324632405,17890480,2811,NA,638
324665413,46826,NA,24693,NA
324666213,3444923,17892,NA,195
324666510,NA,476284,NA,NA
324667088,NA,11988,NA,331
324676469,NA,48511,NA,NA
324684273,1005511,NA,10161,534
324685122,NA,16169,NA,735
324697267,136171,NA,NA,11556
324697572,NA,1845,186,NA
324699735,NA,NA,5889,10308
324715333,627948,6751,19773,2310
324716653,4072741,4211,31690,18416
324718915,28732443,NA,NA,758
324743673,1713890,NA,NA,4
324745256,3092057,29512,NA,1717
324745371,1698769,3482,NA,10
324746957,69207,772,182500,10
324754340,174492,NA,NA,NA
324774686,7578,22540,NA,NA
324802164,59642,NA,NA,124
324803915,2496987,447925,1071,650
324814714,1205520,NA,56,NA
324814953,7043610,NA,10566,110
324815521,820259,3,200000,551
324824820,1590565,NA,NA,8511
324834266,41930702,3371,1004768,3
324859925,947001,NA,NA,9
324871979,307426,19,NA,2
324874098,247644,509,NA,36
324883875,872740,573,13296,NA
324893775,720460,NA,10453,NA
324896281,3519012,1562,1667,12
324906338,593814,NA,NA,2093
324927201,NA,NA,NA,NA
324947753,36198579,447222,71297,NA
324950419,458208,NA,NA,NA
324951060,2306037,NA,NA,NA
324958271,7089109,NA,36220,4608
324969872,3268160,17448,3095,3533
324991728,761296,24258,705087,114
325016806,2100,NA,NA,NA
325020329,NA,21277,NA,8
325033181,14383012,NA,105320,118
325033272,12120121,278641,NA,2873
325048767,1681207,NA,NA,7
325061935,1059793,NA,NA,487
325069318,NA,NA,NA,NA
325080612,4183,NA,6782,350
325091429,NA,NA,NA,NA
325091767,NA,NA,NA,137
325112431,NA,NA,NA,NA
325114056,5566242,30163,32179,233
325114064,1363763,NA,NA,14
325132579,65430,NA,NA,NA
325157840,2624783,NA,103300,439
325157881,1710720,NA,NA,7510
325158962,237871,NA,NA,NA
325184596,NA,NA,NA,347573
325185205,3045850,2107,24267,NA
325192573,869218,1355,NA,4
325193431,44574504,NA,61757,NA
325194165,1991761,94057,NA,30
325213478,NA,NA,152091,32149
325221729,22686790,133,NA,1774
